Matricule,Type_Contrat,Service,Type_Absence,Date_Debut,Date_Fin,Duree_Jours,Valide,Commentaire_RH
0c06b7975393,Prestataire,Conformité KYC,CP,31/05/25,08.06.2025,9,NON,En attente validation
0c06b7975393,PRESTATAIRE,Conformité KYC,CONGE_PAYE,01/29/2025,06.02.2025,9,OUI,RAS
0c06b7975393,Prestataire,Conformité KYC,rtt,02/27/2024,27/02/24,1,N,Certificat fourni
0c06b7975393,Prestataire,Conformité KYC,Formation CFA,26.07.2025,29/07/2025,4,1,URGENT
0c06b7975393,PRESTATAIRE,Conformité KYC,RTT,25/04/24,04/25/2024,-1,1,
0c06b7975393,Prestataire,Conformité KYC,CONGE_PAYE,18-07-2025,23.07.2025,6,O,A régulariser
0c06b7975393,Prestataire,Conformité KYC,FORMATION,03.07.2025,06-07-2025,4,Y,
0c06b7975393,Prestataire,Conformité KYC,RTT,07/24/2025,24/07/25,1,O,
0c06b7975393,PRESTATAIRE,Conformité KYC,CONGE_PAYE,03.04.2026,2026-04-12,10,Y,
0c06b7975393,Prestataire,Conformité KYC,Congé Payé,18.05.2024,2024-05-26,9,N,URGENT
0c06b7975393,PRESTATAIRE,Conformité KYC,CP,01.08.2025,10/08/2025,10,O,Certificat fourni
0c06b7975393,Prestataire,Conformité KYC,FORMATION,08/18/2024,20/08/2024,3,NON,URGENT
0c06b7975393,PRESTATAIRE,Conformité KYC,rtt,06/24/2025,24.06.2025,1,0,URGENT
b22077adf2ca,cdi,Crédit Immobilier,RTT,29.05.2025,2025-05-29,1,0,URGENT
b22077adf2ca,cdi,Crédit Immobilier,Formation,11/03/2024,10/03/2024,3,0,A régulariser
b22077adf2ca,CDI,Crédit Immobilier,CP,2024-06-29,05.07.2024,7,NON,Validé manager
b22077adf2ca,CDI,Crédit Immobilier,rtt,26/02/2024,2024-02-26,1,0,A régulariser
b22077adf2ca,CDI,Crédit Immobilier,RTT,2024-08-21,21/08/2024,1,OUI,Validé manager
b22077adf2ca,CDI,Crédit Immobilier,FORMATION,21/01/2024,22.01.2024,2,0,Validé manager
b22077adf2ca,cdi,Crédit Immobilier,RTT,23/10/24,20.10.2024,1,0,En attente validation
b22077adf2ca,cdi,Crédit Immobilier,FORMATION,2025-07-28,07/30/2025,3,Y,
b22077adf2ca,CDI,Crédit Immobilier,MALADIE,2025-01-13,13/01/25,1,NON,A régulariser
b22077adf2ca,cdi,Crédit Immobilier,CONGE_PAYE,19-04-2025,26-04-2025,8,Y,
b22077adf2ca,cdi,Crédit Immobilier,FORMATION,26.03.2024,27.03.2024,2,0,
b22077adf2ca,CDI,Crédit Immobilier,rtt,11/21/2024,21.11.2024,1,OUI,A régulariser
b22077adf2ca,cdi,Crédit Immobilier,Congé Payé,17/11/2024,24/11/2024,8,0,URGENT
b22077adf2ca,CDI,Crédit Immobilier,RTT,2026-04-21,2026-04-21,1,O,A régulariser
b22077adf2ca,CDI,Crédit Immobilier,Formation CFA,27.04.2024,2024-04-28,2,0,Validé manager
b22077adf2ca,cdi,Crédit Immobilier,FORMATION,2025-05-22,05/17/2025,5,N,RAS
b22077adf2ca,cdi,Crédit Immobilier,MALADIE,01-01-2026,02.01.2026,2,Y,URGENT
b22077adf2ca,CDI,Crédit Immobilier,RTT,25/09/2025,25.09.2025,1,Y,
b22077adf2ca,cdi,Crédit Immobilier,Formation,18.10.2025,2025-10-22,5,OUI,A régulariser
b22077adf2ca,CDI,Crédit Immobilier,rtt,2024-02-27,2024-02-27,1,Y,En attente validation
b22077adf2ca,CDI,Crédit Immobilier,CONGE_PAYE,09/26/2025,05.10.2025,10,N,RAS
b22077adf2ca,CDI,Crédit Immobilier,MALADIE,13.05.2024,09/05/2024,1,N,URGENT
b22077adf2ca,CDI,,rtt,06-04-2026,06.04.2026,1,1,
b22077adf2ca,cdi,Crédit Immobilier,CONGE_PAYE,31/10/2024,2024-11-09,10,O,A régulariser
b22077adf2ca,cdi,Crédit Immobilier,RTT,07/07/2025,07.07.2025,1,Y,URGENT
b22077adf2ca,CDI,Crédit Immobilier,MALADIE,23-04-2026,23-04-2026,1,0,Validé manager
b22077adf2ca,cdi,Crédit Immobilier,rtt,27/08/2024,08/27/2024,1,NON,
b22077adf2ca,cdi,Crédit Immobilier,RTT,22/03/26,22.03.2026,1,OUI,URGENT
b22077adf2ca,cdi,Crédit Immobilier,Maladie,06.05.2024,10-05-2024,5,0,URGENT
cf4a083b5221,CDD,Conformité KYC,FORMATION,01/28/2025,01-02-2025,5,1,URGENT
cf4a083b5221,CDD,Conformité KYC,Congé Payé,11.09.2025,19-09-2025,9,N,Certificat fourni
cf4a083b5221,CDD,Conformité KYC,FORMATION,27/10/24,29/10/24,3,0,Certificat fourni
cf4a083b5221,CDD,Conformité KYC,RTT,25/05/25,25/05/2025,1,Y,URGENT
cf4a083b5221,cdd,Conformité KYC,RTT,14/08/24,08/14/2024,1,0,
cf4a083b5221,cdd,Conformité KYC,Maladie,11/17/2024,11/21/2024,5,1,RAS
cf4a083b5221,cdd,Conformité KYC,CP,05-07-2024,13.07.2024,9,N,
cf4a083b5221,CDD,Conformité KYC,FORMATION,2024-09-04,07.09.2024,4,NON,
cf4a083b5221,CDD,Conformité KYC,Formation CFA,2025-07-18,2025-07-21,4,N,
cf4a083b5221,CDD,Conformité KYC,Absent,04.10.2025,04-10-2025,1,O,
cf4a083b5221,CDD,Conformité KYC,MALADIE,2024-10-20,23-10-2024,4,1,
cf4a083b5221,CDD,Conformité KYC,MALADIE,02/03/2025,2025-03-03,2,NON,URGENT
cf4a083b5221,CDD,Conformité KYC,MALADIE,26/11/24,11/26/2024,1,NON,URGENT
cf4a083b5221,cdd,Conformité KYC,Formation,24/10/24,10/28/2024,5,OUI,RAS
cf4a083b5221,CDD,Conformité KYC,rtt,2024-09-27,27-09-2024,1,O,Certificat fourni
cf4a083b5221,CDD,,CONGE_PAYE,22-03-2025,30/03/2025,9,0,
cf4a083b5221,cdd,Conformité KYC,Absent,20-02-2025,2025-02-20,1,N,
cf4a083b5221,CDD,Conformité KYC,CP,2025-05-18,2025-05-26,9,N,Validé manager
cf4a083b5221,CDD,Conformité KYC,CP,24-08-2025,28/08/25,5,Y,
cf4a083b5221,CDD,Conformité KYC,Formation,13/09/24,15.09.2024,3,N,A régulariser
cf4a083b5221,cdd,Conformité KYC,CONGE_PAYE,16-10-2024,2024-10-22,7,0,URGENT
cf4a083b5221,CDD,Conformité KYC,Formation CFA,2025-06-21,06/22/2025,2,Y,En attente validation
cf4a083b5221,CDD,Conformité KYC,CP,06/10/2025,10.10.2025,5,O,En attente validation
cf4a083b5221,CDD,Conformité KYC,CP,29.08.2025,04.09.2025,7,O,URGENT
cf4a083b5221,CDD,Conformité KYC,Congé Payé,11/22/2024,28/11/24,7,1,
cf4a083b5221,CDD,Conformité KYC,MALADIE,19/02/2025,23.02.2025,5,O,Validé manager
cf4a083b5221,CDD,Conformité KYC,RTT,08/27/2025,27/08/25,1,O,RAS
cf4a083b5221,CDD,Conformité KYC,FORMATION,2025-04-28,30.04.2025,3,0,URGENT
cf4a083b5221,CDD,Conformité KYC,CONGE_PAYE,01/08/2025,08.08.2025,8,N,Certificat fourni
cf4a083b5221,cdd,Conformité KYC,rtt,24/09/24,24.09.2024,1,Y,Certificat fourni
cf4a083b5221,cdd,Conformité KYC,Maladie,26/03/25,30/03/25,5,0,Certificat fourni
86eeea00062e,CDI,Épargne & Placements,CP,02/04/2026,2026-04-07,6,N,
86eeea00062e,cdi,Épargne & Placements,RTT,05/26/2024,26.05.2024,1,NON,A régulariser
86eeea00062e,cdi,Épargne & Placements,RTT,2024-03-26,26/03/24,120,O,Validé manager
86eeea00062e,cdi,Épargne & Placements,CP,23/02/2026,02-03-2026,8,OUI,
86eeea00062e,cdi,Épargne & Placements,Formation,2024-06-30,04/07/2024,5,OUI,A régulariser
86eeea00062e,cdi,Épargne & Placements,Formation,28/06/25,29/06/25,2,Y,RAS
86eeea00062e,CDI,Épargne & Placements,CP,2025-06-20,27/06/2025,8,N,
86eeea00062e,cdi,Épargne & Placements,CONGE_PAYE,2024-02-28,2024-03-06,8,OUI,URGENT
86eeea00062e,cdi,Épargne & Placements,MALADIE,30-07-2024,30/07/2024,1,Y,A régulariser
86eeea00062e,CDI,Épargne & Placements,Congé Payé,12.05.2026,20-05-2026,9,NON,Certificat fourni
86eeea00062e,CDI,Épargne & Placements,CONGE_PAYE,08/26/2024,04/09/2024,10,NON,URGENT
86eeea00062e,cdi,Épargne & Placements,Formation CFA,2024-02-26,27/02/2024,2,1,Validé manager
86eeea00062e,cdi,Épargne & Placements,Formation,2024-02-28,29/02/2024,2,N,Certificat fourni
86eeea00062e,cdi,Épargne & Placements,Absent,01-09-2024,01.09.2024,1,NON,Validé manager
86eeea00062e,cdi,Épargne & Placements,Absent,14/04/25,2025-04-14,1,NON,En attente validation
86eeea00062e,cdi,Épargne & Placements,Congé Payé,31/01/2026,06.02.2026,7,0,RAS
86eeea00062e,cdi,Épargne & Placements,CONGE_PAYE,29/03/24,04.04.2024,7,OUI,URGENT
86eeea00062e,cdi,Épargne & Placements,CONGE_PAYE,13.03.2026,17.03.2026,5,0,URGENT
86eeea00062e,cdi,Épargne & Placements,Formation,28-04-2024,29/04/24,2,NON,A régulariser
86eeea00062e,CDI,Épargne & Placements,CONGE_PAYE,2024-01-04,11.01.2024,8,Y,RAS
86eeea00062e,CDI,Épargne & Placements,CP,08/11/2025,2025-11-12,5,1,
86eeea00062e,cdi,,CP,22-10-2024,26-10-2024,5,1,
86eeea00062e,cdi,Épargne & Placements,CP,2024-04-10,16-04-2024,7,NON,Validé manager
86eeea00062e,CDI,Épargne & Placements,Congé Payé,29/04/2024,08.05.2024,10,Y,
86eeea00062e,cdi,Épargne & Placements,Formation CFA,2025-01-26,29-01-2025,4,OUI,A régulariser
86eeea00062e,cdi,Épargne & Placements,CONGE_PAYE,2024-07-20,28/07/24,9,Y,RAS
86eeea00062e,CDI,Épargne & Placements,CP,23/02/2024,02/03/2024,9,1,
86eeea00062e,CDI,Épargne & Placements,Congé Payé,29-09-2025,04.10.2025,6,O,
86eeea00062e,CDI,Épargne & Placements,Congé Payé,31-05-2026,2026-06-05,-1,Y,RAS
c0973ce58b06,CDI,Recouvrement,Formation CFA,23/04/25,24-04-2025,2,OUI,A régulariser
c0973ce58b06,cdi,Recouvrement,rtt,2024-08-24,24-08-2024,1,Y,Validé manager
c0973ce58b06,CDI,Recouvrement,Congé Payé,09.02.2025,08/02/2025,8,NON,En attente validation
c0973ce58b06,CDI,,RTT,23/06/24,06/23/2024,1,0,
c0973ce58b06,CDI,Recouvrement,MALADIE,2024-04-03,03.04.2024,1,0,URGENT
c0973ce58b06,cdi,Recouvrement,CONGE_PAYE,12-04-2024,04/21/2024,10,Y,RAS
c0973ce58b06,cdi,Recouvrement,Maladie,12-01-2024,01/13/2024,2,0,
c0973ce58b06,CDI,Recouvrement,Maladie,16-04-2025,20/04/25,5,NON,URGENT
c0973ce58b06,cdi,Recouvrement,RTT,24/07/25,24.07.2025,1,1,
c0973ce58b06,cdi,Recouvrement,Congé Payé,01.11.2025,2025-11-06,6,N,Certificat fourni
c0973ce58b06,CDI,Recouvrement,Maladie,13/05/24,17-05-2024,5,Y,En attente validation
c0973ce58b06,CDI,Recouvrement,rtt,2024-09-28,2024-09-28,1,Y,URGENT
c0973ce58b06,CDI,Recouvrement,CONGE_PAYE,2026-01-06,10/01/2026,5,0,
c0973ce58b06,CDI,Recouvrement,CP,19.11.2024,27.11.2024,9,NON,En attente validation
c0973ce58b06,cdi,Recouvrement,MALADIE,2025-01-04,04/01/2025,1,OUI,
c0973ce58b06,cdi,Recouvrement,Formation CFA,10/06/2024,2024-06-14,5,N,En attente validation
c0973ce58b06,cdi,Recouvrement,rtt,2024-07-27,07/27/2024,1,OUI,RAS
c0973ce58b06,CDI,Recouvrement,MALADIE,06.02.2025,09/02/2025,4,O,Certificat fourni
c0973ce58b06,CDI,Recouvrement,CONGE_PAYE,28-04-2025,04-05-2025,7,O,RAS
c0973ce58b06,cdi,Recouvrement,Maladie,2026-02-09,06-02-2026,2,OUI,URGENT
c0973ce58b06,CDI,Recouvrement,FORMATION,30/07/2024,01.08.2024,3,NON,
c0973ce58b06,cdi,Recouvrement,rtt,25/04/26,25.04.2026,1,OUI,RAS
c0973ce58b06,CDI,Recouvrement,CP,14.08.2025,18/08/2025,5,NON,
c0973ce58b06,cdi,Recouvrement,Congé Payé,09-05-2026,2026-05-14,6,NON,
c0973ce58b06,cdi,Recouvrement,Formation,24.06.2025,2025-06-27,4,O,Certificat fourni
c0973ce58b06,cdi,Recouvrement,Formation,27/09/25,29/09/25,3,0,Validé manager
c0973ce58b06,cdi,Recouvrement,FORMATION,28/12/25,29/12/2025,2,N,A régulariser
c0973ce58b06,cdi,Recouvrement,Congé Payé,2025-11-17,25-11-2025,9,OUI,RAS
c0973ce58b06,CDI,Recouvrement,MALADIE,2025-01-08,09-01-2025,2,NON,
c0973ce58b06,CDI,Recouvrement,RTT,05.04.2024,05-04-2024,1,Y,Validé manager
c0973ce58b06,CDI,Recouvrement,Formation CFA,2026-06-01,05.06.2026,5,OUI,
d792035a9f23,cdi,Conformité KYC,Absent,2025-12-20,12/20/2025,1,OUI,A régulariser
d792035a9f23,CDI,Conformité KYC,Maladie,11/08/2024,2024-08-12,2,N,En attente validation
d792035a9f23,cdi,Conformité KYC,MALADIE,2025-07-01,03/07/2025,3,N,URGENT
d792035a9f23,CDI,Conformité KYC,Absent,12/17/2024,12/17/2024,1,N,URGENT
d792035a9f23,cdi,Conformité KYC,Absent,30-07-2024,2024-07-30,1,O,URGENT
d792035a9f23,cdi,Conformité KYC,RTT,26/03/2024,2024-03-26,1,NON,Validé manager
d792035a9f23,cdi,Conformité KYC,rtt,12-10-2024,12-10-2024,1,0,
d792035a9f23,CDI,Conformité KYC,Congé Payé,12/11/2024,18.11.2024,7,NON,
d792035a9f23,CDI,Conformité KYC,Formation CFA,25.08.2024,08/29/2024,5,OUI,RAS
d792035a9f23,cdi,Conformité KYC,CONGE_PAYE,15/06/24,21-06-2024,7,NON,
d792035a9f23,cdi,,CP,2026-03-03,09-03-2026,7,0,RAS
d792035a9f23,CDI,Conformité KYC,Congé Payé,31/10/25,08-11-2025,9,1,
d792035a9f23,cdi,Conformité KYC,rtt,24-12-2025,12/24/2025,1,OUI,URGENT
d792035a9f23,cdi,Conformité KYC,MALADIE,17-01-2024,2024-01-18,2,OUI,
d792035a9f23,CDI,Conformité KYC,CONGE_PAYE,12/28/2025,2026-01-06,10,Y,Validé manager
d792035a9f23,cdi,Conformité KYC,CP,08/02/2026,15/02/26,8,NON,
d792035a9f23,CDI,Conformité KYC,MALADIE,13/02/2026,17/02/2026,5,O,Validé manager
d792035a9f23,CDI,Conformité KYC,CONGE_PAYE,01.12.2025,10/12/2025,10,Y,
d792035a9f23,cdi,Conformité KYC,RTT,2024-03-31,31/03/2024,1,N,A régulariser
d792035a9f23,CDI,Conformité KYC,CP,03.10.2025,02/10/2025,9,1,
d792035a9f23,cdi,Conformité KYC,CP,20-01-2026,01/24/2026,5,0,Certificat fourni
d792035a9f23,CDI,Conformité KYC,CP,10/02/2024,17.02.2024,8,O,En attente validation
d792035a9f23,CDI,Conformité KYC,CONGE_PAYE,28.05.2024,01-06-2024,5,NON,URGENT
d792035a9f23,cdi,Conformité KYC,Absent,15-07-2024,15/07/24,1,N,URGENT
d792035a9f23,cdi,Conformité KYC,RTT,08/25/2025,25/08/2025,1,Y,RAS
71d540203fde,cdd,Recouvrement,Maladie,08.12.2025,09.12.2025,2,N,Validé manager
71d540203fde,cdd,Recouvrement,Congé Payé,30/10/2025,03.11.2025,5,O,URGENT
71d540203fde,cdd,Recouvrement,Maladie,17-02-2026,15/02/26,2,NON,RAS
71d540203fde,cdd,Recouvrement,CP,11/11/2025,16/11/2025,6,0,Certificat fourni
71d540203fde,cdd,Recouvrement,RTT,28/09/25,09/28/2025,1,O,En attente validation
71d540203fde,CDD,Recouvrement,FORMATION,26.04.2026,28-04-2026,3,O,URGENT
71d540203fde,CDD,Recouvrement,Absent,2025-09-24,24-09-2025,1,O,Certificat fourni
71d540203fde,cdd,Recouvrement,CP,29.01.2026,05.02.2026,8,OUI,RAS
71d540203fde,CDD,Recouvrement,Formation CFA,2025-12-24,27.12.2025,4,O,
71d540203fde,CDD,Recouvrement,rtt,04/26/2026,2026-04-26,1,Y,En attente validation
71d540203fde,CDD,Recouvrement,MALADIE,22-04-2026,25-04-2026,4,1,A régulariser
71d540203fde,cdd,Recouvrement,Maladie,01.06.2026,2026-06-03,3,OUI,A régulariser
71d540203fde,CDD,Recouvrement,Formation CFA,19.03.2026,22/03/26,4,NON,
71d540203fde,cdd,Recouvrement,RTT,15-02-2026,02/15/2026,1,Y,Certificat fourni
71d540203fde,CDD,Recouvrement,CONGE_PAYE,16/02/2026,24/02/26,9,Y,Validé manager
71d540203fde,cdd,Recouvrement,Congé Payé,11/10/2025,10/20/2025,10,O,
71d540203fde,CDD,Recouvrement,rtt,06/06/2026,06.06.2026,1,N,En attente validation
71d540203fde,cdd,Recouvrement,Absent,2025-09-11,11/09/2025,1,N,Certificat fourni
71d540203fde,CDD,Recouvrement,Absent,09.04.2026,09/04/2026,95,NON,URGENT
71d540203fde,CDD,,Congé Payé,10/15/2025,10/23/2025,9,N,
71d540203fde,CDD,Recouvrement,Absent,13.02.2026,2026-02-13,1,N,Validé manager
71d540203fde,CDD,,rtt,10/19/2025,19/10/25,1,NON,A régulariser
71d540203fde,cdd,Recouvrement,RTT,2026-01-28,28/01/26,1,1,
71d540203fde,CDD,Recouvrement,rtt,26.11.2025,26/11/25,1,N,A régulariser
71d540203fde,cdd,Recouvrement,Congé Payé,31/01/2026,08-02-2026,9,1,URGENT
71d540203fde,cdd,Recouvrement,Maladie,01-12-2025,2025-12-05,5,0,En attente validation
71d540203fde,CDD,Recouvrement,CONGE_PAYE,06-10-2025,2025-10-10,5,1,
c4a1b2fdeb5e,CDI,Crédit Immobilier,RTT,04/25/2026,25-04-2026,1,0,
c4a1b2fdeb5e,cdi,Crédit Immobilier,Congé Payé,01/20/2026,2026-01-29,10,O,URGENT
c4a1b2fdeb5e,CDI,Crédit Immobilier,Formation CFA,09-12-2025,12-12-2025,4,1,URGENT
c4a1b2fdeb5e,CDI,Crédit Immobilier,rtt,26/07/25,07/26/2025,1,Y,RAS
c4a1b2fdeb5e,cdi,Crédit Immobilier,Formation CFA,14/11/2024,2024-11-15,2,N,Certificat fourni
c4a1b2fdeb5e,CDI,Crédit Immobilier,rtt,26/09/25,09/26/2025,1,N,
c4a1b2fdeb5e,CDI,Crédit Immobilier,Congé Payé,25.04.2025,02.05.2025,8,NON,A régulariser
c4a1b2fdeb5e,cdi,Crédit Immobilier,Congé Payé,14.02.2026,20-02-2026,7,OUI,
c4a1b2fdeb5e,CDI,Crédit Immobilier,CONGE_PAYE,04.08.2025,2025-08-12,9,Y,URGENT
c4a1b2fdeb5e,CDI,Crédit Immobilier,MALADIE,08-06-2024,11.06.2024,4,O,
c4a1b2fdeb5e,CDI,Crédit Immobilier,rtt,25/03/2026,25/03/26,1,NON,Validé manager
c4a1b2fdeb5e,CDI,Crédit Immobilier,Formation CFA,18/04/26,19/04/26,2,N,Validé manager
c4a1b2fdeb5e,CDI,Crédit Immobilier,CONGE_PAYE,01/15/2026,2026-01-22,8,NON,Validé manager
c4a1b2fdeb5e,cdi,,Maladie,09.03.2024,2024-03-11,3,O,
c4a1b2fdeb5e,cdi,Crédit Immobilier,rtt,28.05.2024,28/05/2024,1,N,Certificat fourni
c4a1b2fdeb5e,CDI,Crédit Immobilier,Formation CFA,2024-10-27,28/10/24,2,OUI,RAS
c4a1b2fdeb5e,cdi,Crédit Immobilier,MALADIE,03.06.2026,2026-06-05,3,0,A régulariser
c4a1b2fdeb5e,CDI,Crédit Immobilier,Maladie,04/27/2026,29-04-2026,3,O,
c4a1b2fdeb5e,cdi,Crédit Immobilier,rtt,24.01.2025,2025-01-24,1,1,Validé manager
c4a1b2fdeb5e,CDI,Crédit Immobilier,CP,04/09/2025,2025-09-10,7,OUI,URGENT
c4a1b2fdeb5e,CDI,Crédit Immobilier,Congé Payé,24/04/2025,2025-05-03,10,OUI,En attente validation
c4a1b2fdeb5e,CDI,Crédit Immobilier,MALADIE,12/12/2024,14/12/24,3,0,RAS
c4a1b2fdeb5e,CDI,Crédit Immobilier,rtt,11.07.2025,2025-07-11,1,NON,Certificat fourni
c4a1b2fdeb5e,cdi,Crédit Immobilier,Congé Payé,2025-08-03,2025-08-11,9,NON,URGENT
c4a1b2fdeb5e,cdi,Crédit Immobilier,Congé Payé,2024-05-07,16.05.2024,10,OUI,RAS
c4a1b2fdeb5e,cdi,Crédit Immobilier,Congé Payé,2025-08-13,19/08/25,7,Y,Validé manager
c4a1b2fdeb5e,cdi,Crédit Immobilier,MALADIE,29/06/25,2025-07-03,5,NON,En attente validation
c4a1b2fdeb5e,cdi,Crédit Immobilier,Formation,05/24/2024,27/05/2024,4,O,En attente validation
c4a1b2fdeb5e,CDI,Crédit Immobilier,CONGE_PAYE,05/02/2024,02/14/2024,10,1,En attente validation
b5f5a164631b,CDI,Conformité KYC,MALADIE,2025-11-02,2025-11-06,5,OUI,En attente validation
b5f5a164631b,CDI,Conformité KYC,CONGE_PAYE,06/29/2025,04-07-2025,6,NON,En attente validation
b5f5a164631b,CDI,Conformité KYC,Maladie,2025-06-23,06/26/2025,4,1,Certificat fourni
b5f5a164631b,CDI,Conformité KYC,Maladie,2025-01-08,10.01.2025,3,NON,URGENT
b5f5a164631b,CDI,Conformité KYC,rtt,11.01.2026,11.01.2026,1,Y,
b5f5a164631b,CDI,Conformité KYC,RTT,25/09/2024,09/25/2024,1,O,En attente validation
b5f5a164631b,cdi,Conformité KYC,Congé Payé,2024-09-17,23.09.2024,7,OUI,Validé manager
b5f5a164631b,cdi,Conformité KYC,CP,12.02.2025,19/02/2025,8,N,A régulariser
b5f5a164631b,CDI,Conformité KYC,Maladie,06/08/2024,10-08-2024,5,0,En attente validation
b5f5a164631b,CDI,Conformité KYC,Formation CFA,28.10.2025,29/10/25,2,NON,A régulariser
b5f5a164631b,CDI,Conformité KYC,Absent,26/10/2025,26.10.2025,1,N,RAS
b5f5a164631b,CDI,Conformité KYC,CP,18/08/2025,2025-08-24,7,OUI,URGENT
b5f5a164631b,cdi,Conformité KYC,MALADIE,01/15/2026,01/18/2026,4,O,
b5f5a164631b,CDI,Conformité KYC,RTT,24/07/24,24-07-2024,1,N,A régulariser
b5f5a164631b,cdi,Conformité KYC,FORMATION,28/10/2025,01-11-2025,5,0,
b5f5a164631b,CDI,Conformité KYC,Formation,05.09.2024,07.09.2024,3,NON,URGENT
b5f5a164631b,CDI,Conformité KYC,rtt,26-04-2026,26/04/2026,1,0,RAS
b5f5a164631b,cdi,Conformité KYC,Formation,24.05.2026,25/05/2026,2,1,RAS
b5f5a164631b,cdi,Conformité KYC,rtt,24/11/24,24/11/24,1,N,URGENT
b5f5a164631b,cdi,Conformité KYC,Absent,2025-06-01,01.06.2025,1,N,Validé manager
b5f5a164631b,cdi,Conformité KYC,Maladie,04/01/2025,2025-01-04,1,NON,Certificat fourni
b5f5a164631b,CDI,Conformité KYC,CP,09.09.2024,13/09/24,5,1,Certificat fourni
b5f5a164631b,cdi,Conformité KYC,Congé Payé,22-11-2024,01/12/2024,120,OUI,RAS
b5f5a164631b,CDI,Conformité KYC,RTT,25/06/2025,2025-06-25,1,N,RAS
b5f5a164631b,cdi,Conformité KYC,Maladie,2026-06-09,2026-06-12,95,OUI,
b5f5a164631b,cdi,Conformité KYC,Congé Payé,12-12-2024,21-12-2024,10,Y,Validé manager
b5f5a164631b,CDI,Conformité KYC,CP,30/07/25,2025-08-06,8,Y,A régulariser
b5f5a164631b,CDI,Conformité KYC,CP,21/06/24,06/28/2024,8,Y,URGENT
b5f5a164631b,CDI,Conformité KYC,RTT,26/07/24,26/07/2024,1,O,URGENT
b5f5a164631b,CDI,Conformité KYC,MALADIE,23/05/2025,25.05.2025,3,1,En attente validation
b5f5a164631b,CDI,Conformité KYC,CP,10.05.2026,2026-05-16,7,0,A régulariser
f097d32aaf0b,CDI,Crédit Immobilier,FORMATION,2025-07-27,07/31/2025,5,Y,URGENT
f097d32aaf0b,CDI,Crédit Immobilier,CP,20-12-2025,24/12/25,5,OUI,Certificat fourni
f097d32aaf0b,CDI,Crédit Immobilier,RTT,28/05/25,28.05.2025,1,1,RAS
f097d32aaf0b,cdi,Crédit Immobilier,Congé Payé,17/04/25,2025-04-26,10,NON,URGENT
f097d32aaf0b,cdi,Crédit Immobilier,Maladie,15-10-2025,19.10.2025,5,Y,
f097d32aaf0b,cdi,Crédit Immobilier,CP,11/14/2024,11/21/2024,-1,0,
f097d32aaf0b,cdi,Crédit Immobilier,CONGE_PAYE,24.02.2025,04.03.2025,9,O,A régulariser
f097d32aaf0b,cdi,Crédit Immobilier,rtt,21.02.2025,21-02-2025,1,O,URGENT
f097d32aaf0b,CDI,Crédit Immobilier,Congé Payé,06/19/2025,2025-06-26,8,Y,Certificat fourni
f097d32aaf0b,CDI,,MALADIE,2025-05-02,05-05-2025,4,N,A régulariser
f097d32aaf0b,cdi,Crédit Immobilier,Formation CFA,2026-01-14,01/18/2026,5,Y,
f097d32aaf0b,cdi,Crédit Immobilier,FORMATION,25-05-2025,05/27/2025,3,N,
f097d32aaf0b,CDI,Crédit Immobilier,CP,16-09-2025,20/09/2025,5,N,URGENT
f097d32aaf0b,cdi,Crédit Immobilier,RTT,02/26/2026,2026-02-26,1,Y,A régulariser
f097d32aaf0b,CDI,Crédit Immobilier,CP,20/05/2025,27-05-2025,8,0,RAS
f097d32aaf0b,CDI,Crédit Immobilier,CP,2025-05-30,07.06.2025,9,1,Certificat fourni
f097d32aaf0b,cdi,Crédit Immobilier,FORMATION,2025-04-24,2025-04-27,4,OUI,RAS
f097d32aaf0b,cdi,Crédit Immobilier,Congé Payé,20-09-2025,09/27/2025,8,0,A régulariser
f097d32aaf0b,cdi,Crédit Immobilier,Congé Payé,27/02/2025,08/03/2025,10,Y,
f097d32aaf0b,CDI,Crédit Immobilier,Formation,16.04.2025,04/18/2025,3,OUI,En attente validation
f097d32aaf0b,CDI,Crédit Immobilier,Formation CFA,2026-06-12,2026-06-15,4,0,
f097d32aaf0b,CDI,Crédit Immobilier,CONGE_PAYE,02/25/2026,2026-03-03,7,0,
f097d32aaf0b,CDI,Crédit Immobilier,RTT,12-11-2024,12.11.2024,1,NON,URGENT
f097d32aaf0b,cdi,Crédit Immobilier,RTT,26/02/2026,26/02/2026,-1,0,A régulariser
f097d32aaf0b,cdi,Crédit Immobilier,RTT,18/10/24,18.10.2024,1,0,Validé manager
b049f01ca9ca,cdd,Conformité KYC,CONGE_PAYE,08/09/2024,16-09-2024,9,1,
b049f01ca9ca,CDD,Conformité KYC,FORMATION,02.03.2024,05/03/2024,4,OUI,A régulariser
b049f01ca9ca,CDD,Conformité KYC,rtt,06/04/2024,06/04/2024,1,NON,
b049f01ca9ca,cdd,Conformité KYC,RTT,29-06-2024,29-06-2024,1,0,URGENT
b049f01ca9ca,cdd,Conformité KYC,rtt,01-01-2024,2024-01-01,120,Y,
b049f01ca9ca,cdd,Conformité KYC,CONGE_PAYE,26-01-2024,03-02-2024,9,1,
b049f01ca9ca,CDD,Conformité KYC,Congé Payé,16.07.2024,25.07.2024,10,1,Certificat fourni
b049f01ca9ca,cdd,Conformité KYC,Congé Payé,2024-04-07,2024-04-13,7,OUI,En attente validation
b049f01ca9ca,CDD,Conformité KYC,Formation,26.02.2024,01.03.2024,5,0,RAS
