date,nb_taches_jour,volume_entrant_jour,etp_disponible,charge_par_etp,alerte_surcharge,temps_moyen_traitement,duree_traitement_mediane,taux_complexes,jour_semaine,mois,trimestre,est_fin_de_mois,est_fin_trimestre,est_lundi,est_vendredi,semaine_du_mois,volume_lag_1j,etp_lag_1j,volume_lag_7j,etp_lag_7j,volume_lag_14j,etp_lag_14j,volume_lag_30j,etp_lag_30j,volume_moy_7j,charge_moy_7j
2024-06-13,1600,3514.0,50.0,70.28,0,55.015544041450774,2.0,2.079375,3,6,2,0,1,0,0,2,4768.0,49.0,5470.0,58.8,3893.0,46.8,4932.0,54.8,4542.714285714285,88.1471371034569
2024-06-14,1600,5002.0,51.0,98.07843137254902,0,55.3062015503876,2.0,2.06875,4,6,2,0,1,0,1,2,3514.0,50.0,5040.0,55.8,6089.0,48.8,2947.0,54.8,4537.285714285715,89.255115778798
2024-06-17,1575,4869.0,52.0,93.63461538461539,0,56.807412309728655,2.0,2.086984126984127,0,6,2,0,1,1,0,3,5002.0,51.0,4856.0,52.8,3935.0,45.0,3839.0,52.8,4539.142857142857,89.4929612666435
2024-06-18,1575,3827.0,51.0,75.03921568627452,0,55.76315789473684,2.0,2.1098412698412696,1,6,2,0,1,0,0,3,4869.0,52.0,4013.0,54.8,4966.0,50.0,2626.0,51.8,4512.571428571428,89.75143107792567
2024-06-19,1575,4189.0,53.0,79.0377358490566,0,54.226340172071474,2.0,2.0653968253968253,2,6,2,0,1,0,0,3,3827.0,51.0,5292.0,50.0,3814.0,53.0,3628.0,51.8,4355.0,85.92253619921948
2024-06-20,1575,4523.0,56.8,79.63028169014085,0,56.00131061598952,2.0,2.074920634920635,3,6,2,0,1,0,0,3,4189.0,53.0,4316.0,49.0,6232.0,54.0,2982.0,53.8,4384.571428571428,84.71520034737371
2024-06-21,1575,5204.0,55.8,93.26164874551972,0,55.54221635883905,2.0,2.10031746031746,4,6,2,0,1,0,1,3,4523.0,56.8,4768.0,49.0,4310.0,55.8,4540.0,51.8,4446.857142857143,84.13741838973658
2024-06-24,1575,5465.0,53.8,101.57992565055763,1,55.83984116479153,2.0,2.0806349206349206,0,6,2,0,1,1,0,4,5204.0,55.8,3514.0,50.0,5470.0,58.8,4933.0,47.8,4725.571428571428,88.60883633981625
2024-06-25,1953,6639.0,53.8,123.4014869888476,1,55.349333333333334,3.0,2.100358422939068,1,6,2,1,1,0,0,4,5465.0,53.8,5002.0,51.0,5040.0,55.8,2748.0,50.8,4959.428571428572,92.22641571357318
2024-06-26,1953,6449.0,54.8,117.68248175182482,1,55.660828025477706,3.0,2.1131592421915,2,6,2,1,1,0,0,4,6639.0,53.8,4869.0,52.0,4856.0,52.8,3193.0,52.8,5185.142857142857,95.66182519460311
2024-06-27,1953,5451.0,53.8,101.31970260223049,1,57.753184713375795,3.0,2.156169994879672,3,6,2,1,1,0,0,4,6449.0,54.8,3827.0,51.0,4013.0,54.8,3450.0,51.8,5417.142857142857,99.41618046831108
2024-06-28,1953,6007.0,51.8,115.96525096525097,1,58.07944176060118,3.0,2.134664618535586,4,6,2,1,1,0,1,4,5451.0,53.8,4189.0,53.0,5292.0,50.0,4214.0,54.8,5676.857142857143,104.69153977062459
2024-07-01,1008,3283.0,53.8,61.02230483271376,0,52.68410041841004,2.0,2.0228174603174605,0,7,3,0,0,1,0,1,6007.0,51.8,4523.0,56.8,4316.0,49.0,3036.0,51.8,5499.714285714285,102.03325736242071
2024-07-02,1008,2395.0,54.8,43.7043795620438,0,52.597122302158276,2.0,2.017857142857143,1,7,3,0,0,0,0,1,3283.0,53.8,5204.0,55.8,4768.0,49.0,4198.0,52.8,5098.428571428572,94.95364747906702
2024-07-03,1008,3432.0,53.8,63.791821561338296,0,52.23632610939112,2.0,2.0317460317460316,2,7,3,0,0,0,0,1,2395.0,54.8,5465.0,53.8,3514.0,50.0,3750.0,50.8,4808.0,89.55534689489282
2024-07-04,1008,2629.0,54.8,47.97445255474453,0,53.026205450733755,2.0,1.9771825396825398,3,7,3,0,0,0,0,1,3432.0,53.8,6639.0,53.8,5002.0,51.0,4067.0,49.8,4235.142857142857,78.78005626144953
2024-07-05,1008,4323.0,54.8,78.88686131386862,0,52.592213114754095,2.0,1.996031746031746,4,7,3,0,0,0,1,1,2629.0,54.8,6449.0,54.8,4869.0,52.0,3893.0,46.8,3931.4285714285716,73.23782477031293
2024-07-08,1008,4037.0,54.8,73.66788321167884,0,53.06528497409327,2.0,2.0208333333333335,0,7,3,0,0,1,0,2,4323.0,54.8,5451.0,53.8,3827.0,51.0,6089.0,48.8,3729.4285714285716,69.28756485737698
2024-07-09,1008,2563.0,54.8,46.77007299270073,0,56.283797729618165,2.0,2.054563492063492,1,7,3,0,0,0,0,2,4037.0,54.8,6007.0,51.8,4189.0,53.0,3935.0,45.0,3237.4285714285716,59.40253943272694
2024-07-10,1008,2806.0,53.8,52.15613382899628,0,51.05072463768116,2.0,1.996031746031746,2,7,3,0,0,0,0,2,2563.0,54.8,3283.0,53.8,4523.0,56.8,4966.0,50.0,3169.285714285714,58.13594357505302
2024-07-11,1008,3293.0,51.8,63.57142857142858,0,50.77685950413223,2.0,1.9632936507936507,3,7,3,0,0,0,0,2,2806.0,53.8,2395.0,54.8,5204.0,55.8,3814.0,53.0,3297.5714285714284,60.97409343353655
2024-07-12,1008,4344.0,51.8,83.86100386100387,0,51.87396694214876,2.0,1.996031746031746,4,7,3,0,0,0,1,2,3293.0,51.8,3432.0,53.8,5465.0,53.8,6232.0,54.0,3427.8571428571427,63.841119476345916
2024-07-15,1008,3247.0,52.8,61.496212121212125,0,53.308169596690796,2.0,2.0406746031746033,0,7,3,0,0,1,0,3,4344.0,51.8,2629.0,54.8,6639.0,53.8,4310.0,55.8,3516.1428571428573,65.77279941441272
2024-07-16,1008,3261.0,52.8,61.76136363636364,0,53.634375,2.0,2.0188492063492065,1,7,3,0,0,0,0,3,3247.0,52.8,4323.0,54.8,6449.0,54.8,5470.0,58.8,3364.4285714285716,63.326299746197726
2024-07-17,1008,3609.0,53.8,67.0817843866171,0,53.71413934426229,2.0,1.9910714285714286,2,7,3,0,0,0,0,3,3261.0,52.8,4037.0,54.8,5451.0,53.8,5040.0,55.8,3303.285714285714,62.38542848547461
2024-07-18,1008,2628.0,51.8,50.73359073359074,0,51.22684703433923,2.0,1.9603174603174602,3,7,3,0,0,0,0,3,3609.0,53.8,2563.0,54.8,6007.0,51.8,4856.0,52.8,3312.5714285714284,62.95164530560176
2024-07-19,1008,2835.0,54.8,51.73357664233577,0,53.86680327868852,2.0,2.0347222222222223,4,7,3,0,0,0,1,3,2628.0,51.8,2806.0,53.8,3283.0,53.8,4013.0,54.8,3316.714285714286,62.89127999322169
2024-07-22,1008,3041.0,50.8,59.86220472440945,0,52.26358974358974,2.0,1.992063492063492,0,7,3,0,0,1,0,4,2835.0,54.8,3293.0,51.8,2395.0,54.8,5292.0,50.0,3280.714285714286,62.36139087221896
2024-07-23,1008,4579.0,51.8,88.39768339768341,0,52.8976215098242,2.0,2.0257936507936507,1,7,3,0,0,0,0,4,3041.0,50.8,4344.0,51.8,3432.0,53.8,4316.0,49.0,3314.285714285714,63.00948794888747
2024-07-24,1008,2382.0,45.8,52.00873362445415,0,54.26915113871635,2.0,2.0109126984126986,2,7,3,0,0,0,0,4,4579.0,51.8,3247.0,52.8,2629.0,54.8,4768.0,49.0,3190.714285714286,61.65413387792204
2024-07-25,1260,5110.0,47.8,106.90376569037657,1,54.53674649050372,2.0,2.062698412698413,3,7,3,1,0,0,0,4,2382.0,45.8,3261.0,52.8,4323.0,54.8,3514.0,50.0,3454.8571428571427,68.10304845706675
2024-07-26,1260,4047.0,46.0,87.97826086956522,0,52.67003367003367,2.0,2.0388888888888888,4,7,3,1,0,0,1,4,5110.0,47.8,3609.0,53.8,4037.0,54.8,5002.0,51.0,3517.4285714285716,71.08825938320219
2024-07-29,1260,4694.0,53.0,88.56603773584905,0,54.86924342105263,2.0,2.06984126984127,0,7,3,1,0,1,0,5,4047.0,46.0,2628.0,51.8,2563.0,54.8,4869.0,52.0,3812.5714285714284,76.49289466923908
2024-07-30,1260,4461.0,52.0,85.78846153846153,0,53.80377668308703,2.0,2.0682539682539685,1,7,3,1,0,0,0,5,4694.0,53.0,2835.0,54.8,2806.0,53.8,3827.0,51.0,4044.8571428571427,81.35787822582849
2024-07-31,1260,4311.0,54.0,79.83333333333333,0,51.47489711934156,2.0,2.03015873015873,2,7,3,1,0,0,0,5,4461.0,52.0,3041.0,50.8,3293.0,51.8,4189.0,53.0,4226.285714285715,84.21089659853189
2024-08-01,945,4077.0,53.8,75.78066914498142,0,52.899453551912565,2.0,2.0126984126984127,3,8,3,0,0,0,0,1,4311.0,54.0,4579.0,51.8,4344.0,51.8,4523.0,56.8,4154.571428571428,82.40846599100304
2024-08-02,945,2817.0,54.8,51.4051094890511,0,54.60022148394241,2.0,2.013756613756614,4,8,3,0,0,0,1,1,4077.0,53.8,2382.0,45.8,3247.0,52.8,5204.0,55.8,4216.714285714285,82.32223397165974
2024-08-05,945,2802.0,55.8,50.215053763440864,0,51.20792079207921,2.0,1.9714285714285715,0,8,3,0,0,1,0,1,2817.0,54.8,5110.0,47.8,3261.0,52.8,5465.0,53.8,3887.0,74.22384655352607
2024-08-06,945,2540.0,53.8,47.21189591078067,0,52.246119733924616,2.0,1.9703703703703703,1,8,3,0,0,0,0,1,2802.0,55.8,4047.0,46.0,3609.0,53.8,6639.0,53.8,3671.714285714286,68.40008013084257
2024-08-07,930,3788.0,49.8,76.06425702811245,0,54.29756637168141,2.0,2.0268817204301075,2,8,3,0,0,0,0,1,2540.0,53.8,4694.0,53.0,2628.0,51.8,6449.0,54.8,3542.285714285714,66.61411145830877
2024-08-08,930,2817.0,53.8,52.360594795539036,0,51.951219512195124,2.0,2.0387096774193547,3,8,3,0,0,0,0,2,3788.0,49.8,4461.0,52.0,2835.0,54.8,5451.0,53.8,3307.4285714285716,61.83870192360555
2024-08-09,930,2650.0,53.8,49.256505576208184,0,52.87695749440716,2.0,2.024731182795699,4,8,3,0,0,0,1,2,2817.0,53.8,4311.0,54.0,3041.0,50.8,6007.0,51.8,3070.1428571428573,57.47058367258767
2024-08-12,930,3028.0,52.8,57.34848484848485,0,51.44081172491545,2.0,1.9989247311827958,0,8,3,0,0,1,0,2,2650.0,53.8,4077.0,53.8,4579.0,51.8,3283.0,53.8,2920.285714285714,54.837414487373884
2024-08-13,930,2439.0,52.8,46.19318181818182,0,53.245810055865924,2.0,2.0086021505376346,1,8,3,0,0,0,0,2,3028.0,52.8,2817.0,54.8,2382.0,45.8,2395.0,54.8,2866.285714285714,54.092853391535414
2024-08-14,930,3373.0,52.8,63.88257575757576,0,51.7536231884058,2.0,1.9806451612903226,2,8,3,0,0,0,0,2,2439.0,52.8,2802.0,55.8,5110.0,47.8,3432.0,53.8,2947.8571428571427,56.04535653355468
2024-08-15,930,2501.0,53.8,46.486988847583646,0,52.25975473801561,2.0,2.0021505376344084,3,8,3,0,0,0,0,3,3373.0,52.8,2540.0,53.8,4047.0,46.0,2629.0,54.8,2942.285714285714,55.94179838166939
2024-08-16,930,2419.0,55.8,43.35125448028674,0,54.66407982261641,2.0,1.9956989247311827,4,8,3,0,0,0,1,3,2501.0,53.8,3788.0,49.8,4694.0,53.0,4323.0,54.8,2746.714285714286,51.26851230340857
2024-08-19,945,4619.0,58.8,78.55442176870748,0,53.68246968026461,2.0,2.0211640211640214,0,8,3,0,0,1,0,3,2419.0,55.8,2817.0,53.8,4461.0,52.0,4037.0,54.8,3004.1428571428573,55.01048758528979
2024-08-20,945,3368.0,58.8,57.27891156462585,0,52.7691466083151,2.0,1.9777777777777779,1,8,3,0,0,0,0,3,4619.0,58.8,2650.0,53.8,4311.0,54.0,2563.0,54.8,3106.714285714286,56.15654558363517
2024-08-21,945,2263.0,56.0,40.410714285714285,0,51.288693743139405,2.0,2.0042328042328044,2,8,3,0,0,0,0,3,3368.0,58.8,3028.0,52.8,4077.0,53.8,2806.0,53.8,2997.4285714285716,53.73686407466794
2024-08-22,945,2669.0,57.0,46.824561403508774,0,54.655701754385966,2.0,2.02010582010582,3,8,3,0,0,0,0,4,2263.0,56.0,2439.0,52.8,2817.0,54.8,3293.0,51.8,3030.285714285714,53.82706115828608
2024-08-23,945,2951.0,56.0,52.69642857142857,0,52.45685840707964,2.0,1.9682539682539681,4,8,3,0,0,0,1,4,2669.0,57.0,3373.0,52.8,2802.0,55.8,4344.0,51.8,2970.0,52.22904013169362
2024-08-26,1134,3419.0,46.8,73.05555555555556,0,56.30769230769231,2.0,2.0458553791887124,0,8,3,1,0,1,0,4,2951.0,56.0,2501.0,53.8,2540.0,53.8,3247.0,52.8,3101.1428571428573,56.0245496614039
2024-08-27,1134,3286.0,46.0,71.43478260869566,0,53.528284671532845,2.0,2.0246913580246915,1,8,3,1,0,0,0,4,3419.0,46.8,2419.0,55.8,3788.0,49.8,3261.0,52.8,3225.0,60.0364822511766
2024-08-28,1134,3275.0,45.8,71.50655021834062,0,55.02297794117647,2.0,2.0634920634920637,2,8,3,1,0,0,0,4,3286.0,46.0,4619.0,58.8,2817.0,53.8,3609.0,53.8,3033.0,59.029643458267046
2024-08-29,1134,2414.0,48.8,49.4672131147541,0,55.06307129798903,2.0,2.054673721340388,3,8,3,1,0,0,0,5,3275.0,45.8,3368.0,58.8,2650.0,53.8,2628.0,51.8,2896.714285714286,57.913686536856794
2024-08-30,1134,4114.0,50.8,80.98425196850394,0,53.68778696051423,2.0,2.0141093474426808,4,8,3,1,0,0,1,5,2414.0,48.8,2263.0,56.0,3028.0,52.8,2835.0,54.8,3161.1428571428573,63.70990620582675
2024-09-02,1638,5874.0,54.8,107.18978102189782,1,54.361163820366855,2.0,2.0586080586080584,0,9,3,0,1,1,0,1,4114.0,50.8,2669.0,57.0,2439.0,52.8,3041.0,50.8,3619.0,72.33350900845376
2024-09-03,1638,4693.0,54.8,85.63868613138686,0,55.12269548633185,2.0,2.0805860805860807,1,9,3,0,1,0,0,1,5874.0,54.8,2951.0,56.0,3373.0,52.8,4579.0,51.8,3867.8571428571427,77.03954580273351
2024-09-04,1638,4274.0,54.8,77.99270072992701,0,57.617834394904456,2.0,2.0995115995115996,2,9,3,0,1,0,0,1,4693.0,54.8,3419.0,46.8,2501.0,53.8,2382.0,45.8,3990.0,77.74485225621515
2024-09-05,1638,5049.0,54.8,92.13503649635037,0,55.464851171627615,2.0,2.076923076923077,3,9,3,0,1,0,0,1,4274.0,54.8,3286.0,46.0,2419.0,55.8,5110.0,47.8,4241.857142857143,80.70203138302296
2024-09-06,1638,4186.0,56.8,73.69718309859155,0,54.70543130990416,2.0,2.0549450549450547,4,9,3,0,1,0,1,1,5049.0,54.8,3275.0,45.8,4619.0,58.8,4047.0,46.0,4372.0,81.01497893734452
2024-09-09,1638,5091.0,52.8,96.42045454545455,0,57.7643352236925,2.0,2.0934065934065935,0,9,3,0,1,1,0,2,4186.0,56.8,2414.0,48.8,3368.0,58.8,4694.0,53.0,4754.428571428572,87.72258485601603
2024-09-10,1638,4434.0,51.8,85.5984555984556,0,55.708413615928066,2.0,2.073870573870574,1,9,3,0,1,0,0,2,5091.0,52.8,4114.0,50.8,2263.0,56.0,4461.0,52.0,4800.142857142857,88.38175680315196
2024-09-11,1638,4124.0,49.8,82.81124497991968,0,54.828680203045685,2.0,2.086691086691087,2,9,3,0,1,0,0,2,4434.0,51.8,5874.0,54.8,2669.0,57.0,4311.0,54.0,4550.142857142857,84.8991087971551
2024-09-12,1638,4575.0,50.8,90.05905511811024,0,56.726528040327665,2.0,2.073870573870574,3,9,3,0,1,0,0,2,4124.0,49.8,4693.0,54.8,2951.0,56.0,4077.0,53.8,4533.285714285715,85.53059008097271
2024-09-13,1638,4048.0,48.8,82.95081967213115,0,56.23067092651757,2.0,2.0781440781440783,4,9,3,0,1,0,1,2,4575.0,50.8,4274.0,54.8,3419.0,46.8,2817.0,54.8,4501.0,86.23889278700187
2024-09-16,1638,4276.0,50.8,84.1732283464567,0,54.197476340694,2.0,2.1043956043956045,0,9,3,0,1,1,0,3,4048.0,48.8,5049.0,54.8,3286.0,46.0,2802.0,55.8,4390.571428571428,85.10149162273136
2024-09-17,1638,4014.0,48.8,82.25409836065575,0,54.34818586887333,2.0,2.0641025641025643,1,9,3,0,1,0,0,3,4276.0,50.8,4186.0,56.8,3275.0,45.8,2540.0,53.8,4366.0,86.32390808874051
2024-09-18,1638,6524.0,47.8,136.48535564853557,1,57.10928616550853,2.0,2.1233211233211233,2,9,3,0,1,0,0,3,4014.0,48.8,5091.0,52.8,2414.0,48.8,3788.0,49.8,4570.714285714285,92.04746538918066
2024-09-19,1638,5105.0,48.8,104.61065573770492,1,54.32274459974587,2.0,2.0396825396825395,3,9,3,0,1,0,0,3,6524.0,47.8,4434.0,51.8,4114.0,50.8,2817.0,53.8,4666.571428571428,94.76349398050199
2024-09-20,1638,4006.0,50.8,78.85826771653544,0,52.878940731399744,2.0,2.0415140415140414,4,9,3,0,1,0,1,3,5105.0,48.8,4124.0,49.8,5874.0,54.8,2650.0,53.8,4649.714285714285,94.19878294287568
2024-09-23,1638,4758.0,52.8,90.11363636363637,0,56.03487634749524,2.0,2.083638583638584,0,9,3,0,1,1,0,4,4006.0,50.8,4575.0,50.8,4693.0,54.8,3028.0,52.8,4675.857142857143,94.20658026366513
2024-09-24,1638,4259.0,52.8,80.6628787878788,0,56.421319796954315,2.0,2.0384615384615383,1,9,3,0,1,0,0,4,4758.0,52.8,4048.0,48.8,4274.0,54.8,2439.0,52.8,4706.0,93.8797315659148
2024-09-25,2016,6402.0,51.8,123.59073359073359,1,58.162647511544385,3.0,2.1339285714285716,2,9,3,1,1,0,0,4,4259.0,52.8,4276.0,50.8,5049.0,54.8,3373.0,52.8,5009.714285714285,99.51080374366862
2024-09-26,2016,6742.0,49.8,135.38152610441767,1,57.14661848218895,3.0,2.1220238095238093,3,9,3,1,1,0,0,4,6402.0,51.8,4014.0,48.8,4186.0,56.8,2501.0,53.8,5399.428571428572,107.10043627849177
2024-09-27,2016,6137.0,50.0,122.74,1,57.04057524396507,3.0,2.138888888888889,4,9,3,1,1,0,1,4,6742.0,49.8,6524.0,47.8,5091.0,52.8,2419.0,55.8,5344.142857142857,105.13681404298669
2024-09-30,2016,6053.0,57.8,104.72318339100346,1,57.22359608449253,3.0,2.136904761904762,0,9,3,1,1,1,0,5,6137.0,50.0,5105.0,48.8,4434.0,51.8,4619.0,58.8,5479.571428571428,105.15288942202935
2024-10-01,1008,2854.0,57.8,49.37716262975779,0,54.54769230769231,2.0,1.9851190476190477,1,10,4,0,0,0,0,1,6053.0,57.8,4006.0,50.8,4124.0,49.8,3368.0,58.8,5315.0,100.9413029810611
2024-10-02,1008,4736.0,57.8,81.93771626297578,0,49.521560574948666,2.0,1.9275793650793651,2,10,4,0,0,0,0,1,2854.0,57.8,4758.0,52.8,4575.0,50.8,2263.0,56.0,5311.857142857143,99.77331439525244
2024-10-03,1008,4078.0,56.8,71.79577464788733,0,53.35860655737705,2.0,1.9910714285714286,3,10,4,0,0,0,0,1,4736.0,57.8,4259.0,52.8,4048.0,48.8,2669.0,57.0,5286.0,98.50658523239652
2024-10-04,1008,3365.0,55.8,60.30465949820789,0,52.82117163412128,2.0,2.0128968253968256,4,10,4,0,0,0,1,1,4078.0,56.8,6402.0,51.8,4276.0,50.8,2951.0,56.0,4852.142857142857,89.46571750489285
2024-10-07,1008,3069.0,54.8,56.0036496350365,0,54.05268595041322,2.0,1.9603174603174602,0,10,4,0,0,1,0,1,3365.0,55.8,6742.0,49.8,4014.0,48.8,3419.0,46.8,4327.428571428572,78.12602086640982
2024-10-08,1008,2894.0,56.8,50.95070422535211,0,54.00417972831766,2.0,2.0,1,10,4,0,0,0,0,2,3069.0,54.8,6137.0,50.0,6524.0,47.8,3286.0,46.0,3864.1428571428573,67.87040718431727
2024-10-09,1008,2764.0,55.8,49.53405017921147,0,51.655102040816324,2.0,1.9732142857142858,2,10,4,0,0,0,0,2,2894.0,56.8,6053.0,57.8,5105.0,48.8,3275.0,45.8,3394.285714285714,59.98624529691841
2024-10-10,1024,2827.0,54.8,51.587591240875916,0,52.645685279187816,2.0,1.9609375,3,10,4,0,0,0,0,2,2764.0,55.8,2854.0,57.8,4006.0,50.8,2414.0,48.8,3390.4285714285716,60.30202081279243
2024-10-11,1024,3662.0,56.8,64.4718309859155,0,54.42099898063201,2.0,2.0498046875,4,10,4,0,0,0,1,2,2827.0,54.8,4736.0,57.8,4758.0,52.8,4114.0,50.8,3237.0,57.80689434464096
2024-10-14,1024,3159.0,56.8,55.61619718309859,0,52.84778225806452,2.0,1.9736328125,0,10,4,0,0,1,0,2,3662.0,56.8,4078.0,56.8,4259.0,52.8,5874.0,54.8,3105.714285714286,55.495526135385425
2024-10-15,1024,3395.0,55.8,60.84229390681004,0,52.59292929292929,2.0,2.0146484375,1,10,4,0,0,0,0,3,3159.0,56.8,3365.0,55.8,6402.0,51.8,4693.0,54.8,3110.0,55.57233105090001
2024-10-16,1024,3453.0,55.8,61.88172043010753,0,53.07121057985758,2.0,1.9921875,2,10,4,0,0,0,0,3,3395.0,55.8,3069.0,54.8,6742.0,49.8,4274.0,54.8,3164.8571428571427,56.412055450195886
2024-10-17,1024,2728.0,54.8,49.78102189781022,0,51.512768130745656,2.0,2.001953125,3,10,4,0,0,0,0,3,3453.0,55.8,2894.0,56.8,6137.0,50.0,5049.0,54.8,3141.1428571428573,56.24495797483275
2024-10-18,1024,3185.0,53.8,59.2007434944238,0,50.26171079429735,2.0,1.9599609375,4,10,4,0,0,0,1,3,2728.0,54.8,2764.0,55.8,6053.0,57.8,4186.0,56.8,3201.285714285714,57.62591416272023
2024-10-21,1024,2555.0,55.8,45.788530465949826,0,54.03045685279188,2.0,1.98828125,0,10,4,0,0,1,0,3,3185.0,53.8,2827.0,54.8,2854.0,57.8,5091.0,52.8,3162.4285714285716,56.79747690915936
2024-10-22,1024,2760.0,56.8,48.59154929577465,0,55.55825734549139,2.0,2.033203125,1,10,4,0,0,0,0,4,2555.0,55.8,3662.0,56.8,4736.0,57.8,4434.0,51.8,3033.5714285714284,54.528865239139236
2024-10-23,1024,2817.0,54.8,51.4051094890511,0,50.960645812310794,2.0,1.9677734375,2,10,4,0,0,0,0,4,2760.0,56.8,3159.0,56.8,4078.0,56.8,4124.0,49.8,2984.714285714286,53.92728128284674
2024-10-24,1024,2684.0,50.8,52.83464566929134,0,53.438650306748464,2.0,2.001953125,3,10,4,0,0,0,0,4,2817.0,54.8,3395.0,55.8,3365.0,55.8,4575.0,50.8,2883.1428571428573,52.78333153462978
2024-10-25,1280,3831.0,50.8,75.41338582677166,0,53.80546623794212,2.0,2.07265625,4,10,4,1,0,0,1,4,2684.0,50.8,3453.0,55.8,3069.0,54.8,4048.0,48.8,2937.1428571428573,54.71642659129608
2024-10-28,1280,4257.0,52.8,80.625,0,56.19121236777868,2.0,2.059375,0,10,4,1,0,1,0,4,3831.0,50.8,2728.0,54.8,2894.0,56.8,4276.0,50.8,3155.5714285714284,59.122709177323195
2024-10-29,1280,3908.0,53.8,72.63940520446097,0,54.353796445880455,2.0,2.0578125,1,10,4,1,0,0,0,5,4257.0,52.8,3185.0,53.8,2764.0,55.8,4014.0,48.8,3258.8571428571427,61.042517993042786
2024-10-30,1280,4686.0,52.8,88.75,0,52.34803921568628,2.0,2.025,2,10,4,1,0,0,0,5,3908.0,53.8,2555.0,55.8,2827.0,54.8,6524.0,47.8,3563.285714285714,67.17987078362138
2024-10-31,1280,3604.0,49.8,72.36947791164658,0,53.92439024390244,2.0,2.06640625,3,10,4,1,0,0,0,5,4686.0,52.8,2760.0,56.8,3662.0,56.8,5105.0,48.8,3683.8571428571427,70.57671772874595
2024-11-01,1216,2939.0,50.8,57.85433070866142,0,53.32705479452055,2.0,1.990953947368421,4,11,4,0,0,0,1,1,3604.0,49.8,2817.0,54.8,3159.0,56.8,4006.0,50.8,3701.285714285714,71.49803504583313
2024-11-04,1216,3203.0,43.8,73.12785388127854,0,52.62233589087809,2.0,2.0123355263157894,0,11,4,0,0,1,0,1,2939.0,50.8,2684.0,50.8,3395.0,55.8,4758.0,52.8,3775.4285714285716,74.39706479040274
2024-11-05,1216,4273.0,45.8,93.29694323144105,0,52.73474576271187,2.0,1.990953947368421,1,11,4,0,0,0,0,1,3203.0,43.8,3831.0,50.8,3453.0,55.8,4259.0,52.8,3838.5714285714284,76.95185870535552
2024-11-06,1216,3358.0,49.8,67.42971887550202,0,53.55708154506438,2.0,1.990953947368421,2,11,4,0,0,0,0,1,4273.0,45.8,4257.0,52.8,2728.0,54.8,6402.0,51.8,3710.1428571428573,75.06681854471294
2024-11-07,1216,3985.0,51.8,76.93050193050193,0,51.01622544833476,2.0,1.9925986842105263,3,11,4,0,0,0,0,1,3358.0,49.8,3908.0,53.8,3185.0,53.8,6742.0,49.8,3721.1428571428573,75.6798323627188
2024-11-08,1216,3258.0,49.8,65.42168674698796,0,53.75021533161068,2.0,2.0,4,11,4,0,0,0,1,2,3985.0,51.8,4686.0,52.8,2555.0,55.8,6137.0,50.0,3517.1428571428573,72.34721618371707
2024-11-11,1216,2951.0,55.8,52.88530465949821,0,53.61134631668078,2.0,1.995888157894737,0,11,4,0,0,1,0,2,3258.0,49.8,3604.0,49.8,2760.0,56.8,6053.0,57.8,3423.8571428571427,69.56376286198159
2024-11-12,1216,3565.0,55.8,63.88888888888889,0,53.35750853242321,2.0,2.0016447368421053,1,11,4,0,0,0,0,2,2951.0,55.8,2939.0,50.8,2817.0,54.8,2854.0,57.8,3513.285714285714,70.42584260201409
2024-11-13,1216,4140.0,55.8,74.19354838709678,0,54.46786632390746,2.0,1.9983552631578947,2,11,4,0,0,0,0,2,3565.0,55.8,3203.0,43.8,2684.0,50.8,4736.0,57.8,3647.1428571428573,70.57808467427384
2024-11-14,1216,3664.0,54.8,66.86131386861314,0,52.89078498293515,2.0,1.9786184210526316,3,11,4,0,0,0,0,2,4140.0,55.8,4273.0,45.8,3831.0,50.8,4078.0,56.8,3560.1428571428573,66.80156619386985
2024-11-15,1216,4093.0,55.8,73.35125448028674,0,51.00940975192472,2.0,1.972861842105263,4,11,4,0,0,0,1,3,3664.0,54.8,3358.0,49.8,4257.0,52.8,3365.0,55.8,3665.1428571428573,67.64749985169624
2024-11-18,1216,3216.0,51.8,62.084942084942085,0,53.16082121471343,2.0,1.9539473684210527,0,11,4,0,0,1,0,3,4093.0,55.8,3985.0,51.8,3908.0,53.8,3069.0,54.8,3555.285714285714,65.52670558804483
2024-11-19,1216,3826.0,52.8,72.46212121212122,0,55.33390264730999,2.0,2.0279605263157894,1,11,4,0,0,0,0,3,3216.0,51.8,3258.0,49.8,4686.0,52.8,2894.0,56.8,3636.4285714285716,66.53248194020672
2024-11-20,1216,5580.0,53.8,103.71747211895911,1,54.66437768240343,2.0,2.0148026315789473,2,11,4,0,0,0,0,3,3826.0,52.8,2951.0,55.8,3604.0,49.8,2764.0,55.8,4012.0,73.79422014870114
2024-11-21,1216,4118.0,54.8,75.14598540145985,0,52.81678082191781,2.0,1.995888157894737,3,11,4,0,0,0,0,3,5580.0,53.8,3565.0,55.8,2939.0,50.8,2827.0,54.8,4091.0,75.40237679335414
2024-11-22,1216,4747.0,54.8,86.62408759124088,0,53.21287553648069,2.0,1.990953947368421,4,11,4,0,0,0,1,4,4118.0,54.8,4140.0,55.8,3203.0,43.8,3662.0,56.8,4177.714285714285,77.17816810823186
2024-11-25,1536,4445.0,50.8,87.5,0,53.08378378378379,2.0,2.0338541666666665,0,11,4,1,0,1,0,4,4747.0,54.8,3664.0,54.8,4273.0,45.8,3159.0,56.8,4289.285714285715,80.12655184128712
